URL,Title,Salary,Contract Type,Job Type,Address
https://www.reed.co.uk/jobs/senior-data-governance-analyst-banking/52110236?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Senior Data Governance Analyst Banking,"£70,000 - £75,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52098419?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,"£45,000 - £50,000 per annum",Permanent,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52026873?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,Salary negotiable,Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52259857?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,£20 - £30 per hour,Contract,full-time,Southampton
https://www.reed.co.uk/jobs/data-analyst/52148497?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Edinburgh
https://www.reed.co.uk/jobs/data-analyst/52182952?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,Salford
https://www.reed.co.uk/jobs/data-analyst/52093307?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,£450 per day,Contract,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52077173?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,Salary negotiable,Contract,full-time,Ireland
https://www.reed.co.uk/jobs/data-analyst/52133270?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,"£40,000 - £50,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52008715?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,"£40,000 - £45,000 per annum, OTE, inc benefits, negotiable",Permanent,full-time,Luton
https://www.reed.co.uk/jobs/data-analyst/52255986?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue,Data Analyst,"£55,000 - £65,000 per annum",Permanent,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52177247?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £42,000 per annum",Permanent,full-time,Nottingham
https://www.reed.co.uk/jobs/data-analyst/52056162?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £45,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52250597?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,Chalfont St. Peter
https://www.reed.co.uk/jobs/data-analyst/52016633?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£45,000 - £50,000 per annum",Permanent,full-time,Wolverhampton
https://www.reed.co.uk/jobs/data-analyst/52183966?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,£250 - £300 per day,Contract,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52232586?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£28,000 - £35,000 per annum",Permanent,full-time,Herefordshire
https://www.reed.co.uk/jobs/data-analyst/52179172?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52149191?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £60,000 per annum",Permanent,full-time,Hemel Hempstead
https://www.reed.co.uk/jobs/data-analyst/52176937?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Reading
https://www.reed.co.uk/jobs/data-analyst/52250940?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £40,000 per annum, inc benefits",Permanent,full-time,Gerrards Cross
https://www.reed.co.uk/jobs/data-analyst/52205852?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,Blackburn
https://www.reed.co.uk/jobs/data-analyst/52142272?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Stourport-on-Severn
https://www.reed.co.uk/jobs/data-analyst/52260557?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Bristol
https://www.reed.co.uk/jobs/data-analyst/52207081?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52086956?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52064970?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52234392?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52008558?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£33,000 - £38,000 per annum",Permanent,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52204586?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£40,000 - £45,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52045278?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£45,000 - £50,000 per annum",Permanent,full-time,Wolverhampton
https://www.reed.co.uk/jobs/data-analyst/52160383?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Leamington Spa
https://www.reed.co.uk/jobs/data-analyst/52260011?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£45,000 - £50,000 per annum",Permanent,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52101483?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,"£30,000 - £37,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52159596?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,£400 - £450 per day,Contract,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52046166?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D2,Data Analyst,Salary negotiable,Permanent,full-time,Coventry
https://www.reed.co.uk/jobs/data-analyst/52142272?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Stourport-on-Severn
https://www.reed.co.uk/jobs/data-analyst/52138229?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£23,000 - £24,000 per annum",Permanent,full-time,"Whitby, Ellesmere Port"
https://www.reed.co.uk/jobs/data-analyst/52260557?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Bristol
https://www.reed.co.uk/jobs/data-analyst/52207081?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52086956?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52064970?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52234392?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52008558?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£33,000 - £38,000 per annum",Permanent,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52204586?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£40,000 - £45,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52045278?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£45,000 - £50,000 per annum",Permanent,full-time,Wolverhampton
https://www.reed.co.uk/jobs/data-analyst/52161776?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Kemble
https://www.reed.co.uk/jobs/data-analyst/52160383?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £35,000 per annum",Permanent,full-time,Leamington Spa
https://www.reed.co.uk/jobs/data-analyst/52101483?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £37,000 per annum",Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/data-analyst/52138532?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£40,000 - £50,000 per annum",Permanent,full-time,Liverpool
https://www.reed.co.uk/jobs/data-analyst/52214773?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,Romford
https://www.reed.co.uk/jobs/data-analyst/52192556?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,£100 - £250 per day,Contract,full-time,Guildford
https://www.reed.co.uk/jobs/data-analyst/52017257?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,£300 per day,Contract,full-time,Manchester
https://www.reed.co.uk/jobs/data-analyst/52200355?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data analyst,Competitive salary,Permanent,full-time,Leicester
https://www.reed.co.uk/jobs/data-analyst/52139364?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£24,000 per annum",Permanent,full-time,Prenton
https://www.reed.co.uk/jobs/data-analyst/52146674?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£30,000 - £32,000 per annum",Permanent,full-time,Derby
https://www.reed.co.uk/jobs/data-analyst/52181128?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£27,000 - £32,000 per annum",Permanent,full-time,Letchworth Garden City
https://www.reed.co.uk/jobs/data-analyst/50558922?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,Competitive salary,Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52191231?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£35,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst/52142056?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,"£28,000 - £34,000 per annum, inc benefits",Permanent,full-time,North Shields
https://www.reed.co.uk/jobs/data-analyst/52005144?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D3,Data Analyst,£17 - £18 per hour,Contract,full-time,London
https://www.reed.co.uk/jobs/junior-data-analyst/52221828?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Junior Data Analyst,"£30,000 - £35,000 per annum, negotiable",Permanent,full-time,London
https://www.reed.co.uk/jobs/commercial-data-analyst/52037110?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Commercial Data Analyst,"£50,000 - £60,000 per annum",Permanent,full-time,Farnham
https://www.reed.co.uk/jobs/senior-data-analyst/52136039?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Senior Data Analyst,"£45,000 - £50,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/financial-data-analyst/52135457?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Financial Data Analyst,"£41,000 per annum",Permanent,full-time,Newcastle Upon Tyne
https://www.reed.co.uk/jobs/customer-data-analyst/52169038?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Customer Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/customer-data-analyst/52158682?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Customer Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/customer-data-analyst/52076638?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Customer Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/customer-data-analyst/52055604?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Customer Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/project-data-analyst/52261326?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Project Data Analyst,£16.89 - £23.10 per hour,Contract,full-time,Peterborough
https://www.reed.co.uk/jobs/senior-data-analyst/52255741?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Senior Data Analyst,"£40,000 - £50,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/data-analyst-manufacturing/52205815?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Data Analyst- Manufacturing,Competitive salary,Permanent,full-time,Worcester
https://www.reed.co.uk/jobs/data-analyst-insurance/52202839?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,"Data Analyst, Insurance","£70,000 - £75,000 per annum, OTE, inc benefits",Permanent,full-time,City of London
https://www.reed.co.uk/jobs/senior-data-analyst/52052666?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Senior Data Analyst,"£55,000 - £65,000 per annum",Permanent,full-time,Bristol
https://www.reed.co.uk/jobs/finance-data-analyst/52158513?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Finance Data Analyst,"£45,000 - £60,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/technical-data-analyst/52250471?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Technical Data Analyst,Competitive salary,Contract,full-time,Spalding
https://www.reed.co.uk/jobs/business-data-analyst/52234317?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Business Data Analyst,£140 - £216 per day,Contract,full-time,London
https://www.reed.co.uk/jobs/data-analyst-alteryx/51945896?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Data Analyst - Alteryx,"£58,000 - £63,000 per annum",Contract,full-time,London
https://www.reed.co.uk/jobs/finance-data-analyst/52100899?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Finance Data Analyst,"£25,000 - £30,000 per annum",Contract,full-time,Bromsgrove
https://www.reed.co.uk/jobs/insurance-data-analyst/52184076?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Insurance Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,South East England
https://www.reed.co.uk/jobs/senior-data-analyst/52215000?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Senior Data Analyst,"£40,000 - £42,000 per annum",Permanent,full-time,Brighton
https://www.reed.co.uk/jobs/senior-data-analyst/52036986?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Senior Data Analyst,"£45,000 - £55,000 per annum",Permanent,full-time,Oxfordshire
https://www.reed.co.uk/jobs/graduate-data-analyst/52212179?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Graduate Data Analyst,"£25,000 - £28,000 per annum",Permanent,full-time,Ipswich
https://www.reed.co.uk/jobs/operations-data-analyst/52128755?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Operations / Data Analyst,"£45,000 - £65,000 per annum, inc benefits",Permanent,full-time,City of London
https://www.reed.co.uk/jobs/sql-data-analyst/52142708?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,SQL Data Analyst,Competitive salary,Permanent,full-time,Birmingham
https://www.reed.co.uk/jobs/marketing-data-analyst/52168417?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D4,Marketing Data Analyst,"£40,000 per annum, pro-rata",Permanent,full-time,Andover
https://www.reed.co.uk/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Risk Data Analyst,Competitive salary,Permanent,full-time,Loughborough
https://www.reed.co.uk/jobs/customer-data-analyst/52063592?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Customer Data Analyst,"£30,000 - £40,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/junior-data-analyst/50697687?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Junior Data Analyst,"£55,000 - £65,000 per annum, OTE, inc benefits, pro-rata, negotiable",Permanent,full-time,Canary Wharf
https://www.reed.co.uk/jobs/data-analyst-x12/52186339?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Data Analyst x12,"£55,000 - £60,000 per annum",Permanent,full-time,Bristol
https://www.reed.co.uk/jobs/financial-data-analyst/52154705?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Financial Data Analyst,"£45,000 - £55,000 per annum",Permanent,full-time,York
https://www.reed.co.uk/jobs/business-data-analyst/52161604?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Business Data Analyst,£500 - £550 per day,Contract,full-time,Yorkshire and Humberside
https://www.reed.co.uk/jobs/senior-data-analyst/52247438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Senior Data Analyst,"£40,000 - £50,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/mi-data-analyst/52016043?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,MI / Data Analyst,Salary negotiable,Permanent,full-time,Essex
https://www.reed.co.uk/jobs/graduate-data-analyst/52151536?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Graduate Data Analyst,"£35,000 - £40,000 per annum, OTE, inc benefits, negotiable",Permanent,full-time,London
https://www.reed.co.uk/jobs/campaign-data-analyst/52142071?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Campaign Data Analyst,"£38,000 - £45,000 per annum",Permanent,full-time,London
https://www.reed.co.uk/jobs/commercial-and-data-analyst/52010560?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Commercial and Data Analyst,"£50,000 - £65,000 per annum",Permanent,full-time,Guildford
https://www.reed.co.uk/jobs/principal-data-analyst/52140478?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Principal Data Analyst,"£52,330 - £60,718 per annum, inc benefits",Permanent,full-time,Manchester
https://www.reed.co.uk/jobs/principal-data-analyst/52137841?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3FhideTrainingJobs%3Dtrue%26pageno%3D5,Principal Data Analyst,"£53,000 - £60,000 per annum",Permanent,full-time,Manchester
